State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
ME,03901,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03902,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03903,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03904,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03905,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03906,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03907,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03908,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03909,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03910,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,03911,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04001,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04002,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04003,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04004,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04005,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04006,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04007,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04008,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04009,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04010,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04011,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04013,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04014,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04015,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04016,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04017,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04019,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04020,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04021,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04022,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04024,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04027,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04028,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04029,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04030,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04032,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04033,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04034,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04037,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04038,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04039,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04040,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04041,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04042,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04043,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04046,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04047,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04048,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04049,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04050,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04051,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04054,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04055,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04056,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04057,"MAINE STATE",0.055000,0.055000,0,0,0,0
ME,04061,"MAINE STATE",0.055000,0.055000,0,0,0,0
